[44237676,0,0,0,0,1,1]
[44238878,0,0,3,3,2,2]
[44241502,1,0,9,0,2,0]
[44241503,1,0,7,0,2,0]
[44241552,0,0,1,0,1,0]
[44241553,0,0,1,0,1,0]
[44241557,0,0,0,0,0,0]
[44241563,0,0,0,0,0,0]
[44241565,0,0,0,0,0,0]
[44241568,0,0,1,2,1,1]
[44241591,2,6,3,4,1,3]
[44241596,2,2,3,1,2,2]
[44241761,0,0,0,0,1,0]
[44241762,3,0,0,0,2,0]
[44241763,3,0,4,0,2,1]
[44241764,3,0,4,0,2,0]
[44241765,0,0,0,0,0,0]
[44241766,0,0,0,0,0,0]
[44241783,0,0,2,1,0,0]
[44241784,0,0,1,0,0,0]
[44241785,0,0,4,1,0,0]
[44241786,0,0,0,0,1,1]
[44241787,0,0,3,0,0,0]
[44241788,0,0,1,0,0,0]
[44241791,0,0,1,2,1,1]
[44241792,1,0,10,0,2,0]
[44241799,0,0,2,1,0,0]
[44241800,0,0,1,0,2,0]
[44241801,0,0,0,0,0,0]
[44241802,0,0,2,0,2,0]
[44241803,0,0,0,0,0,0]
[44241804,0,0,1,0,2,1]
[44241805,0,0,1,0,2,1]
[44241806,0,0,0,0,0,0]
[44241807,0,0,0,0,0,0]
[44241808,0,0,0,0,1,0]
[44241809,0,0,0,0,0,0]
[44241814,0,0,0,0,0,0]
[44241815,0,0,0,0,0,0]
[44241816,0,0,0,0,0,0]
[44241817,0,0,0,0,0,0]
[44241818,0,0,1,1,0,0]
[44241820,0,0,0,0,1,0]
[44241821,0,0,2,0,1,1]
[44241822,0,0,2,0,3,3]
[44241823,0,0,0,0,0,0]
[44241824,0,0,1,0,1,0]
[44241825,0,0,0,0,3,1]
[44241828,0,0,0,0,0,0]
[44241840,0,0,0,0,0,0]
[44241841,0,0,1,0,0,0]
[44241843,0,0,0,0,0,0]
[44241844,0,0,0,0,0,0]
[44241851,1,1,0,0,0,0]
[44241863,0,0,1,0,0,0]
[44241864,3,0,0,0,2,0]
[44241865,5,0,12,5,1,0]
[44241866,0,0,7,5,4,0]
[44241867,0,0,0,0,0,0]
[44241868,2,0,7,1,1,0]
[44241869,0,0,1,0,0,0]
[44241870,2,0,1,0,1,0]
[44241871,1,0,6,0,0,0]
[44241872,1,0,8,12,4,1]
[44241873,0,0,2,1,0,0]
[44241874,7,1,18,14,2,2]
[44241875,5,2,9,2,1,0]
[44241876,1,0,8,11,4,1]
[44241877,1,0,0,0,0,0]
[44241878,0,0,0,0,0,0]
[44241888,0,0,0,0,2,1]
[44241908,0,0,5,1,1,0]
[44241911,0,0,0,0,1,0]
[44241929,0,0,0,0,1,0]
[44241930,5,1,9,3,1,0]
[44241931,7,3,20,11,1,0]
[44241932,4,0,2,1,0,0]
[44241933,1,0,0,0,1,0]
[44241934,4,4,2,2,0,0]
[44241935,2,5,3,5,2,4]
[44241936,2,0,3,0,2,0]
[44241937,0,0,0,0,0,0]
[44241938,0,0,0,0,0,0]
[44241939,2,0,3,0,2,1]
[44241940,2,0,3,0,2,0]
[44241977,0,0,0,0,0,0]
[44241978,0,0,1,0,0,0]
[44241979,0,0,1,0,1,0]
[44241981,0,0,5,0,0,0]
[44241986,0,0,0,0,0,0]
[44241987,0,0,0,0,0,0]
[44241988,0,0,0,0,0,0]
[44241991,0,0,0,0,0,0]
[44241992,0,0,0,0,0,0]
[44241993,0,0,0,0,0,0]
[44241994,0,0,0,0,0,0]
[44241995,0,0,0,0,0,0]
[44241996,0,0,0,0,0,0]
[44242002,2,0,3,0,0,0]
[44242006,0,0,0,0,0,0]
[44242007,1,0,6,2,1,0]
[44242008,0,0,0,0,0,0]
[44242009,0,0,0,0,0,0]
[44242010,0,0,0,0,0,0]
[44242011,0,0,0,0,0,0]
[44242012,0,0,1,0,0,0]
[44242013,0,0,1,0,0,0]
[44242014,0,0,0,0,0,0]
[44242015,0,0,1,0,0,0]
[44242016,0,0,2,0,0,0]
[44242017,2,0,7,1,1,0]
[44242019,0,0,1,0,0,0]
[44242020,1,0,6,1,1,0]
[44242021,0,0,2,0,1,0]
[44242022,0,0,0,0,0,0]
[44242023,0,0,2,0,0,0]
[44242024,0,0,0,0,0,0]
[44242025,0,0,0,0,0,0]
[44242026,0,0,0,0,0,0]
[44242027,0,0,0,0,0,0]
[44242028,0,0,0,0,0,0]
[44242054,0,0,0,0,0,0]
[44242055,0,0,0,0,0,0]
[44242056,0,0,0,0,0,0]
[44242057,0,0,0,0,0,0]
[44242058,0,0,2,0,0,0]
[44242059,0,0,2,1,0,0]
[44242060,0,0,2,0,0,0]
[44242061,0,0,0,0,0,0]
[44242062,0,0,0,0,0,0]
[44242063,0,0,0,0,0,0]
[44242065,2,2,3,0,2,0]
[44242066,0,0,2,0,0,0]
[44242067,1,0,12,0,4,0]
[44242068,0,0,0,0,0,0]
[44242070,1,0,2,0,1,0]
[44242071,1,0,12,0,2,0]
[44242072,0,0,0,0,1,0]
[44242073,0,0,1,2,1,0]
[44242074,0,0,1,0,0,0]
[44242075,0,0,0,0,0,0]
[44242076,2,0,8,1,1,1]
[44242077,1,0,0,0,2,0]
[44242082,0,0,1,0,1,0]
[44242083,1,0,2,0,1,2]
[44242084,0,0,0,0,0,0]
[44242085,0,0,1,0,1,0]
[44242089,0,0,0,0,0,0]
[44242091,1,0,8,1,1,0]
[44242092,1,0,7,2,1,0]
[44242093,0,0,2,1,1,0]
[44242104,1,0,4,0,1,0]
[44242105,0,0,2,0,1,0]
[44242107,0,0,0,0,0,0]
[44242108,0,0,0,0,0,0]
[44242125,0,0,0,0,0,0]
[44242126,0,0,0,0,0,0]
[44242133,0,0,0,0,0,0]
[44242134,0,0,1,0,0,0]
[44242135,0,0,1,0,1,1]
[44242136,0,0,0,0,0,0]
[44242138,0,0,0,0,0,0]
[44242139,0,0,0,0,0,0]
[44242150,0,0,0,0,0,0]
[44242151,0,0,0,0,0,0]
[44242152,0,0,0,0,0,0]
[44242219,0,0,0,0,0,0]
[44242220,0,0,0,0,0,0]
[44242221,0,0,0,0,0,0]
[44242242,0,0,0,0,0,0]
[44242243,0,0,0,0,0,0]
[44242244,0,0,1,0,1,0]
[44242247,0,0,0,0,0,0]
[44242248,0,0,1,0,0,0]
[44242260,0,0,0,0,0,0]
[44242261,0,0,1,0,0,0]
[44242262,0,0,0,0,0,0]
[44242263,0,0,1,0,0,0]
[44242264,0,0,0,0,0,0]
[44242279,0,0,1,1,0,0]
[44242281,0,0,2,1,1,0]
[44242282,0,0,2,1,1,0]
[44242283,0,0,2,1,1,0]
[44242284,0,0,2,2,1,0]
[44242285,0,0,2,1,1,0]
[44242286,0,0,1,0,1,0]
[44242287,0,0,1,0,1,0]
[44242300,0,0,1,0,0,0]
[44242301,0,0,3,0,0,0]
[44242304,2,3,8,4,1,1]
[44242305,2,0,9,0,1,0]
[44242306,3,1,5,0,1,0]
[44242307,2,0,7,2,1,0]
[44242315,2,2,3,2,2,3]
[44242316,2,3,3,2,2,3]
[44242317,2,1,3,3,2,4]
[44242334,0,0,6,7,2,0]
[44242335,0,0,7,29,1,1]
[44242336,0,0,7,8,3,3]
[44242337,0,0,7,29,3,5]
[44242358,8,3,19,6,3,2]
[44242359,8,3,21,17,3,1]
[44242360,4,0,15,11,3,4]
[44242361,4,3,9,6,3,2]
[44242362,7,6,17,17,3,0]
[44242366,0,0,4,1,1,1]
[44242376,2,0,8,1,1,1]
[44242377,0,0,7,1,3,1]
[44242378,0,0,2,0,2,0]
[44242379,0,0,0,0,0,0]
[44242380,0,0,1,0,0,0]
[44242388,0,0,2,0,0,0]
[44242389,0,0,2,1,1,0]
[44242390,0,0,2,0,2,1]
[44242391,0,0,4,4,3,0]
[44242392,0,0,4,5,3,2]
[44242393,0,0,5,0,1,0]
[44242394,0,0,5,1,2,0]
[44242395,0,0,1,0,2,0]
[44242400,0,0,0,0,0,0]
[44242403,0,0,1,0,0,0]
[44242404,0,0,1,0,0,0]
[44242410,0,0,1,0,0,0]
[44242416,1,0,3,0,2,0]
[44242417,0,0,1,1,2,0]
[44242418,0,0,2,0,0,0]
[44242419,1,0,3,0,0,0]
[44242420,1,0,3,0,1,0]
[44242421,2,1,10,3,3,0]
[44242422,2,0,7,0,1,1]
[44242423,1,0,4,0,2,0]
[44242424,1,0,4,0,2,0]
[44242425,1,0,4,0,1,0]
[44242426,0,0,3,0,3,0]
[44242427,1,1,5,3,1,0]
[44242428,1,0,3,0,0,0]
[44242429,1,1,5,1,2,0]
[44242430,1,0,8,3,3,1]
[44242431,0,0,0,0,0,0]
[44242432,0,0,2,0,0,0]
[44242433,0,0,1,0,0,0]
[44242434,0,0,0,0,0,0]
[44242435,0,0,2,1,0,0]
[44242436,0,0,2,0,0,0]
[44242437,0,0,1,1,0,0]
[44242438,0,0,1,0,1,0]
[44242439,1,0,4,2,0,0]
[44242440,0,0,0,0,1,0]
[44242441,0,0,1,0,0,0]
[44242442,0,0,1,0,0,0]
[44242443,0,0,1,1,1,0]
[44242444,0,0,0,0,1,0]
[44242445,0,0,2,0,1,0]
[44242446,0,0,1,0,0,0]
[44242457,0,0,0,0,0,0]
[44242462,0,0,0,0,0,0]
[44242463,0,0,2,0,0,0]
[44242465,0,0,1,0,0,0]
[44242486,0,0,0,0,0,0]
[44242487,0,0,0,0,0,0]
[44242488,0,0,0,0,0,0]
[44242489,0,0,0,0,0,0]
[44242490,0,0,0,0,0,0]
[44242502,2,0,4,0,2,0]
[44242507,0,0,0,0,0,0]
[44242508,1,0,0,0,3,4]
[44242509,1,1,0,0,3,5]
[44242511,1,0,0,0,1,0]
[44242512,1,1,0,0,1,1]
[44242514,1,0,0,0,2,1]
[44242536,0,0,1,0,0,0]
[44242540,0,0,4,6,3,2]
[44242541,0,0,4,5,3,1]
[44242549,0,0,1,1,1,1]
[44242550,0,0,1,1,0,0]
[44242551,0,0,2,2,2,4]
[44242560,1,1,4,4,2,2]
[44242567,2,0,3,0,1,0]
[44242568,2,1,5,1,1,0]
[44242575,0,0,0,0,0,0]
[44242577,0,0,0,0,1,0]
[44242578,0,0,0,0,0,0]
[44242579,0,0,1,0,1,0]
[44242580,0,0,0,0,0,0]
[44242581,0,0,0,0,0,0]
[44242582,0,0,0,0,0,0]
[44242583,0,0,1,1,1,0]
[44242584,0,0,0,0,0,0]
[44242586,0,0,1,1,1,0]
[44242587,0,0,7,1,4,4]
[44242588,0,0,3,0,1,0]
[44242589,0,0,1,0,1,0]
[44242594,0,0,0,0,0,0]
[44242602,0,0,0,0,1,0]
[44242613,0,0,3,2,2,1]
[44242614,1,0,3,3,3,1]
[44242624,0,0,0,0,0,0]
[44242626,0,0,0,0,0,0]
[44242627,0,0,8,1,4,4]
[44242628,0,0,1,1,2,0]
[44242629,0,0,0,0,1,0]
[44242630,0,0,6,1,2,0]
[44242631,0,0,3,0,0,0]
[44242632,0,0,6,1,1,0]
[44242633,0,0,6,1,0,0]
[44242638,1,0,10,2,2,0]
[44242667,2,0,9,0,3,3]
[44242668,1,0,2,0,2,0]
[44242670,2,0,8,0,3,1]
[44242671,0,0,3,0,2,1]
[44242672,1,0,9,1,3,3]
[44242673,1,0,9,1,3,1]
[44242674,1,0,9,2,3,0]
[44242675,1,0,9,4,3,0]
[44242676,0,0,8,4,3,0]
[44242677,0,0,2,1,1,0]
[44242678,0,0,1,0,0,0]
[44242680,0,0,2,0,0,0]
[44242691,0,0,1,0,2,0]
[44242696,0,0,2,0,1,0]
[44242698,0,0,7,4,4,0]
[44242699,0,0,8,19,4,4]
[44242723,0,0,1,1,1,1]
[44242744,0,0,1,1,1,0]
[44242747,2,1,2,0,1,0]
[44242748,2,0,7,0,1,0]
[44242762,0,0,0,0,0,0]
[44242787,7,4,8,3,1,1]
[44242788,4,2,16,16,3,2]
[44242789,9,4,19,14,1,0]
[44242790,2,3,6,2,1,1]
[44242791,0,0,1,0,0,0]
[44242792,0,0,1,1,0,0]
[44242793,2,0,8,0,3,1]
[44242795,0,0,2,0,0,0]
[44242810,2,0,8,2,1,1]
[44242811,1,1,6,1,2,0]
[44242812,0,0,3,0,0,0]
[44242813,0,0,2,0,0,0]
[44242826,8,6,20,14,1,0]
[44242832,3,3,2,0,0,0]
[44242833,7,7,18,8,1,1]
[44242960,0,0,2,0,0,0]
[44242961,0,0,0,0,0,0]
[44242962,0,0,0,0,0,0]
[44242963,0,0,2,0,0,0]
[44242964,0,0,2,0,0,0]
[44242965,0,0,0,0,0,0]
[44242970,0,0,1,0,1,0]
[44242971,7,7,19,11,1,0]
[44242972,3,5,2,0,0,0]
[44242976,1,0,4,1,0,0]
[44242978,0,0,0,0,0,0]
[44242979,0,0,0,0,0,0]
[44242980,0,0,1,1,0,0]
[44242987,0,0,0,0,0,0]
[44242993,2,0,6,0,0,0]
[44242997,3,0,4,0,2,0]
[44242999,0,0,0,0,0,0]
[44243000,0,0,0,0,0,0]
[44243001,0,0,0,0,0,0]
[44243002,0,0,1,0,1,0]
[44243003,0,0,1,0,1,0]
[44243004,0,0,1,0,1,0]
[44243005,0,0,0,0,1,0]
[44243011,0,0,0,0,1,1]
[44243017,0,0,1,0,2,0]
[44243020,0,0,0,0,0,0]
[44243023,0,0,1,0,0,0]
[44243024,0,0,1,0,0,0]
[44243025,1,1,1,1,1,1]
[44243028,0,0,7,3,4,2]
[44243029,0,0,5,8,2,0]
[44243030,0,0,8,6,4,0]
[44243031,0,0,2,0,1,1]
[44243034,0,0,0,0,0,0]
[44243035,0,0,8,16,4,1]
[44243041,1,0,7,0,2,2]
[44243044,0,0,0,0,0,0]
[44243048,8,4,8,5,1,0]
[44243049,7,14,18,9,1,0]
[44243052,0,0,1,0,0,0]
[44243056,2,0,11,0,2,0]
[44243057,0,0,0,0,0,0]
[0,0,0,0,0,0,0]
[0,0,0,0,0,0,0]
[0,0,0,0,0,0,0]
[0,0,0,0,0,0,0]
[0,0,0,0,0,0,0]
